Fecha,Mes,Derivex_Max,Derivex_Min
2015-01,2015-07,150.22,129.0
2015-01,2015-08,154.47,140.0
2015-01,2015-09,152.0,145.06
2015-01,2015-10, 152.00   , 144.97   
2015-01,2015-11,160.0,147.84
2015-01,2015-12,160.0,150.0
2015-01,2016-01,172.08,150.0
2015-01,2016-02,172.08,150.0
2015-01,2016-03,172.08,150.0
2015-01,2016-04,160.0,149.86
2015-01,2016-05,160.0,149.86
2015-01,2016-06,160.0,149.86
2015-02,2015-02,200.0,163.46
2015-02,2015-03,205.0,175.52
2015-02,2015-04,190.61,170.17
2015-02,2015-05,168.81,152.0
2015-02,2015-06,142.0,133.94
2015-02,2015-07,144.59,140.0
2015-02,2015-08,152.0,142.32
2015-02,2015-09,151.51,145.06
2015-02,2015-10, 151.27   , 143.19   
2015-02,2015-11,154.58,142.06
2015-02,2015-12,161.19,150.0
2015-02,2016-01,162.64,155.0
2015-02,2016-02,165.41,157.13
2015-02,2016-03,165.41,157.13
2015-02,2016-04,165.41,157.31
2015-02,2016-05,150.0,145.5
2015-02,2016-06,150.0,145.5
2015-02,2016-07,150.0,144.26
2015-03,2015-03,211.09,175.53
2015-03,2015-04,208.18,168.92
2015-03,2015-05,175.26,157.23
2015-03,2015-06,146.31,138.08
2015-03,2015-07,146.3,140.0
2015-03,2015-08,155.0,146.0
2015-03,2015-09,156.56,144.03
2015-03,2015-10, 153.00   , 147.96   
2015-03,2015-11,157.31,148.04
2015-03,2015-12,168.61,152.73
2015-03,2016-01,178.81,160.0
2015-03,2016-02,186.27,172.0
2015-03,2016-03,170.02,155.01
2015-03,2016-04,170.02,155.01
2015-03,2016-05,170.02,155.01
2015-03,2016-06,158.0,145.0
2015-03,2016-07,158.0,145.0
2015-03,2016-08,158.0,145.0
2015-04,2015-04,194.0,165.26
2015-04,2015-05,172.03,164.0
2015-04,2015-06,145.85,135.0
2015-04,2015-07,145.68,140.32
2015-04,2015-08,152.0,142.32
2015-04,2015-09,157.0,148.0
2015-04,2015-10, 160.00   , 147.92   
2015-04,2015-11,158.0,150.49
2015-04,2015-12,165.0,158.47
2015-04,2016-01,180.25,168.0
2015-04,2016-02,188.05,172.0
2015-04,2016-03,187.0,175.62
2015-04,2016-04,166.81,148.8
2015-04,2016-05,166.81,148.8
2015-04,2016-06,166.81,152.0
2015-04,2016-07,159.04,146.4
2015-04,2016-08,159.04,146.4
2015-04,2016-09,162.75,146.4
2015-05,2015-05,267.26,162.88
2015-05,2015-06,213.54,140.45
2015-05,2015-07,177.86,137.0
2015-05,2015-08,184.87,143.32
2015-05,2015-09,180.76,148.28
2015-05,2015-10, 172.50   , 147.91   
2015-05,2015-11,172.09,149.5
2015-05,2015-12,177.06,152.0
2015-05,2016-01,197.68,172.0
2015-05,2016-02,208.35,186.32
2015-05,2016-03,202.94,175.55
2015-05,2016-04,185.22,169.93
2015-05,2016-05,156.46,148.56
2015-05,2016-06,156.46,148.56
2015-05,2016-07,156.46,151.0
2015-05,2016-08,162.09,152.05
2015-05,2016-09,162.09,152.05
2015-05,2016-10,162.09,152.05
2015-06,2015-06,217.33,189.04
2015-06,2015-07,187.47,171.83
2015-06,2015-08,200.0,187.0
2015-06,2015-09,200.0,172.5
2015-06,2015-10, 191.50   , 170.00   
2015-06,2015-11,198.0,168.35
2015-06,2015-12,207.0,170.0
2015-06,2016-01,192.1,180.24
2015-06,2016-02,206.02,197.3
2015-06,2016-03,203.49,178.88
2015-06,2016-04,175.0,170.0
2015-06,2016-05,169.29,160.0
2015-06,2016-06,155.5,151.0
2015-06,2016-07,155.5,151.0
2015-06,2016-08,155.5,151.0
2015-06,2016-09,170.0,166.02
2015-06,2016-10,170.0,166.02
2015-06,2016-11,170.0,166.7
2015-07,2015-07,219.1,192.5
2015-07,2015-08,193.69,183.95
2015-07,2015-09,195.4,185.0
2015-07,2015-10, 191.50   , 176.85   
2015-07,2015-11,198.0,184.95
2015-07,2015-12,207.0,188.14
2015-07,2016-01,201.12,182.08
2015-07,2016-02,206.9,193.07
2015-07,2016-03,203.9,179.0
2015-07,2016-04,186.75,171.85
2015-07,2016-05,170.0,159.04
2015-07,2016-06,167.0,151.78
2015-07,2016-07,165.1,150.5
2015-07,2016-08,165.1,150.5
2015-07,2016-09,165.1,150.5
2015-07,2016-10,177.1,151.5
2015-07,2016-11,177.1,151.5
2015-07,2016-12,177.1,151.5
2015-08,2015-08,192.3,180.0
2015-08,2015-09,195.7,181.12
2015-08,2015-10, 186.70   , 175.92   
2015-08,2015-11,186.0,170.3
2015-08,2015-12,199.0,184.4
2015-08,2016-01,198.71,180.25
2015-08,2016-02,214.64,185.33
2015-08,2016-03,203.84,180.0
2015-08,2016-04,183.22,173.03
2015-08,2016-05,170.0,154.84
2015-08,2016-06,164.25,150.41
2015-08,2016-07,159.75,148.41
2015-08,2016-08,154.4,151.0
2015-08,2016-09,154.4,151.0
2015-08,2016-10,154.4,150.34
2015-08,2016-11,160.11,150.0
2015-08,2016-12,160.11,150.0
2015-08,2017-01,160.11,150.0
2015-09,2015-09,385.87,188.68
2015-09,2015-10, 295.37   , 191.10   
2015-09,2015-11,266.99,183.52
2015-09,2015-12,267.26,199.5
2015-09,2016-01,230.2,201.6
2015-09,2016-02,252.54,220.0
2015-09,2016-03,249.2,211.5
2015-09,2016-04,200.0,179.1
2015-09,2016-05,177.83,170.0
2015-09,2016-06,170.0,157.4
2015-09,2016-07,164.95,154.1
2015-09,2016-08,173.67,162.11
2015-09,2016-09,170.78,162.33
2015-09,2016-10,170.78,162.33
2015-09,2016-11,170.78,162.33
2015-09,2016-12,184.84,165.0
2015-09,2017-01,184.84,165.59
2015-09,2017-02,199.0,177.0
2015-10,2015-10, 911.51   , 1.005.60   
2015-10,2015-11,647.36,256.23
2015-10,2015-12,643.08,261.3
2015-10,2016-01,566.12,207.9
2015-10,2016-02,507.7,217.8
2015-10,2016-03,508.79,230.0
2015-10,2016-04,450.0,209.07
2015-10,2016-05,243.26,180.0
2015-10,2016-06,216.65,165.73
2015-10,2016-07,202.15,162.3
2015-10,2016-08,193.64,156.81
2015-10,2016-09,200.97,153.64
2015-10,2016-10,214.62,165.28
2015-10,2016-11,214.62,165.28
2015-10,2016-12,214.62,165.28
2015-10,2017-01,236.81,190.16
2015-10,2017-02,236.81,190.16
2015-10,2017-03,236.81,190.16
2015-11,2015-11,810.0,783.31
2015-11,2015-12,810.0,755.45
2015-11,2016-01,810.0,685.01
2015-11,2016-02,810.0,614.32
2015-11,2016-03,741.6,590.2
2015-11,2016-04,572.19,435.24
2015-11,2016-05,268.61,230.8
2015-11,2016-06,246.55,215.2
2015-11,2016-07,213.0,183.15
2015-11,2016-08,238.56,172.0
2015-11,2016-09,238.56,180.43
2015-11,2016-10,203.35,177.77
2015-11,2016-11,220.0,197.83
2015-11,2016-12,220.0,197.83
2015-11,2017-01,220.0,197.83
2015-11,2017-02,220.0,202.12
2015-11,2017-03,220.0,202.12
2015-11,2017-04,220.0,202.12
2015-12,2015-12,803.5,677.95
2015-12,2016-01,800.0,677.11
2015-12,2016-02,800.0,558.0
2015-12,2016-03,776.0,613.04
2015-12,2016-04,576.16,479.76
2015-12,2016-05,269.79,238.55
2015-12,2016-06,229.37,212.26
2015-12,2016-07,201.3,188.73
2015-12,2016-08,199.88,165.93
2015-12,2016-09,202.47,186.54
2015-12,2016-10,202.75,177.77
2015-12,2016-11,215.38,180.22
2015-12,2016-12,220.0,200.0
2015-12,2017-01,220.0,200.0
2015-12,2017-02,220.0,200.0
2015-12,2017-03,212.44,197.13
2015-12,2017-04,212.44,197.13
2015-12,2017-05,220.0,197.13
2016-01,2016-01,320.58,320.58
2016-01,2016-02,320.58,320.58
2016-01,2016-03,320.58,320.58
2016-01,2016-04,320.58,320.58
2016-01,2016-05,305.52,256.0
2016-01,2016-06,232.61,221.16
2016-01,2016-07,217.55,197.28
2016-01,2016-08,200.1,188.26
2016-01,2016-09,209.53,197.75
2016-01,2016-10,213.0,193.58
2016-01,2016-11,203.04,190.65
2016-01,2016-12,202.8,193.23
2016-01,2017-01,231.88,214.8
2016-01,2017-02,231.88,214.8
2016-01,2017-03,241.28,214.8
2016-01,2017-04,200.0,183.99
2016-01,2017-05,200.0,183.99
2016-01,2017-06,200.0,183.99
2016-02,2016-02,320.58,314.29
2016-02,2016-03,320.58,317.37
2016-02,2016-04,320.58,312.79
2016-02,2016-05,320.58,302.4
2016-02,2016-06,273.23,224.62
2016-02,2016-07,225.61,206.82
2016-02,2016-08,218.25,195.91
2016-02,2016-09,215.95,206.13
2016-02,2016-10,220.15,193.07
2016-02,2016-11,205.11,199.0
2016-02,2016-12,210.34,198.96
2016-02,2017-01,215.34,192.74
2016-02,2017-02,215.0,197.64
2016-02,2017-03,215.0,197.64
2016-02,2017-04,215.0,197.64
2016-02,2017-05,194.45,172.36
2016-02,2017-06,194.45,172.36
2016-02,2017-07,194.45,172.36
2016-03,2016-03,320.58,320.58
2016-03,2016-04,320.58,320.29
2016-03,2016-05,320.58,311.11
2016-03,2016-06,274.72,262.88
2016-03,2016-07,231.4,219.72
2016-03,2016-08,221.6,213.82
2016-03,2016-09,223.52,209.38
2016-03,2016-10,219.97,207.0
2016-03,2016-11,226.05,194.49
2016-03,2016-12,215.55,198.74
2016-03,2017-01,216.8,204.14
2016-03,2017-02,225.0,205.14
2016-03,2017-03,213.09,196.35
2016-03,2017-04,213.09,196.35
2016-03,2017-05,213.09,174.61
2016-03,2017-06,196.26,167.76
2016-03,2017-07,196.26,167.76
2016-03,2017-08,196.26,167.76
2016-04,2016-04,320.58,302.43
2016-04,2016-05,315.29,242.0
2016-04,2016-06,288.94,215.74
2016-04,2016-07,244.04,211.0
2016-04,2016-08,229.3,193.62
2016-04,2016-09,229.9,192.65
2016-04,2016-10,218.8,190.76
2016-04,2016-11,226.5,180.0
2016-04,2016-12,218.45,181.0
2016-04,2017-01,222.0,182.4
2016-04,2017-02,224.75,199.0
2016-04,2017-03,236.45,196.56
2016-04,2017-04,197.11,176.88
2016-04,2017-05,197.11,176.88
2016-04,2017-06,197.11,176.88
2016-04,2017-07,204.05,175.27
2016-04,2017-08,204.05,175.27
2016-04,2017-09,204.05,175.27
2016-05,2016-05,204.0,135.0
2016-05,2016-06,202.0,147.47
2016-05,2016-07,186.2,150.0
2016-05,2016-08,197.02,156.17
2016-05,2016-09,198.0,167.62
2016-05,2016-10,197.73,160.63
2016-05,2016-11,199.93,154.17
2016-05,2016-12,212.1,169.76
2016-05,2017-01,203.15,180.0
2016-05,2017-02,206.74,180.0
2016-05,2017-03,204.0,183.32
2016-05,2017-04,191.26,177.5
2016-05,2017-05,183.15,160.93
2016-05,2017-06,183.15,160.93
2016-05,2017-07,183.15,160.93
2016-05,2017-08,184.97,166.79
2016-05,2017-09,184.97,166.79
2016-05,2017-10,184.97,166.79
2016-06,2016-06,177.5,139.33
2016-06,2016-07,184.2,150.0
2016-06,2016-08,176.41,160.51
2016-06,2016-09,177.32,166.0
2016-06,2016-10,171.0,164.32
2016-06,2016-11,186.16,161.34
2016-06,2016-12,191.98,168.74
2016-06,2017-01,196.28,179.73
2016-06,2017-02,202.08,179.9
2016-06,2017-03,203.31,181.66
2016-06,2017-04,191.26,179.08
2016-06,2017-05,184.75,161.21
2016-06,2017-06,183.15,170.0
2016-06,2017-07,183.15,170.0
2016-06,2017-08,180.0,170.0
2016-06,2017-09,176.06,164.73
2016-06,2017-10,176.06,164.73
2016-06,2017-11,175.43,164.73
2016-07,2016-07,176.77,119.79
2016-07,2016-08,178.56,150.41
2016-07,2016-09,181.39,160.8
2016-07,2016-10,173.91,168.65
2016-07,2016-11,178.24,168.95
2016-07,2016-12,195.6,180.18
2016-07,2017-01,193.25,181.08
2016-07,2017-02,200.52,182.75
2016-07,2017-03,194.92,181.51
2016-07,2017-04,189.58,180.0
2016-07,2017-05,187.49,170.28
2016-07,2017-06,178.0,165.0
2016-07,2017-07,183.15,170.0
2016-07,2017-08,183.15,170.0
2016-07,2017-09,183.15,170.0
2016-07,2017-10,188.81,180.61
2016-07,2017-11,188.81,180.61
2016-07,2017-12,188.81,177.24
2016-08,2016-08,194.81,150.23
2016-08,2016-09,184.9,160.0
2016-08,2016-10,184.16,165.25
2016-08,2016-11,184.29,170.0
2016-08,2016-12,187.04,170.0
2016-08,2017-01,188.04,180.22
2016-08,2017-02,193.63,180.0
2016-08,2017-03,190.63,180.0
2016-08,2017-04,181.15,178.36
2016-08,2017-05,181.54,162.0
2016-08,2017-06,175.0,156.0
2016-08,2017-07,176.47,160.0
2016-08,2017-08,183.15,180.0
2016-08,2017-09,183.15,180.0
2016-08,2017-10,183.15,180.0
2016-08,2017-11,186.57,178.4
2016-08,2017-12,186.57,178.4
2016-08,2018-01,186.57, 178.40   
2016-09,2016-09,193.05,147.85
2016-09,2016-10,191.27,164.2
2016-09,2016-11,186.9,164.51
2016-09,2016-12,190.53,170.0
2016-09,2017-01,192.75,180.0
2016-09,2017-02,211.55,185.01
2016-09,2017-03,201.28,181.66
2016-09,2017-04,191.26,180.73
2016-09,2017-05,190.0,174.0
2016-09,2017-06,190.0,170.0
2016-09,2017-07,190.0,172.98
2016-09,2017-08,190.0,165.0
2016-09,2017-09,190.0,180.0
2016-09,2017-10,190.0,180.0
2016-09,2017-11,190.0,180.0
2016-09,2017-12,200.0,180.07
2016-09,2018-01, 200.00   , 180.07   
2016-09,2018-02,218.95,188.0
2016-10,2016-10,176.5,157.9
2016-10,2016-11,174.78,164.58
2016-10,2016-12,183.48,170.0
2016-10,2017-01,213.0,188.0
2016-10,2017-02,213.0,188.0
2016-10,2017-03,213.0,188.0
2016-10,2017-04,202.24,188.0
2016-10,2017-05,191.6,188.0
2016-10,2017-06,189.59,188.0
2016-10,2017-07,188.0,178.92
2016-10,2017-08,188.0,181.1
2016-10,2017-09,188.0,181.94
2016-10,2017-10,193.66,188.0
2016-10,2017-11,193.66,188.0
2016-10,2017-12,193.66,188.0
2016-10,2018-01, 222.40   , 191.00   
2016-10,2018-02,222.4,191.0
2016-10,2018-03,222.4,191.0
2016-11,2016-11,175.0,164.0
2016-11,2016-12,185.38,180.0
2016-11,2017-01,203.5,193.65
2016-11,2017-02,212.95,201.39
2016-11,2017-03,205.17,194.03
2016-11,2017-04,202.24,191.26
2016-11,2017-05,191.6,183.0
2016-11,2017-06,189.59,179.6
2016-11,2017-07,178.92,170.0
2016-11,2017-08,181.1,170.0
2016-11,2017-09,181.94,171.13
2016-11,2017-10,193.66,183.15
2016-11,2017-11,193.66,183.15
2016-11,2017-12,193.66,183.15
2016-11,2018-01, 222.40   , 190.00   
2016-11,2018-02,222.4,221.0
2016-11,2018-03,222.4,221.0
2016-11,2018-04,234.6,221.0
2016-12,2016-12,173.63,124.63
2016-12,2017-01,194.65,161.5
2016-12,2017-02,202.65,185.44
2016-12,2017-03,195.51,186.25
2016-12,2017-04,196.0,185.63
2016-12,2017-05,190.26,180.26
2016-12,2017-06,188.0,170.0
2016-12,2017-07,179.24,165.49
2016-12,2017-08,179.82,169.74
2016-12,2017-09,183.78,170.0
2016-12,2017-10,189.67,170.0
2016-12,2017-11,195.06,170.0
2016-12,2017-12,205.94,185.88
2016-12,2018-01, 201.50   , 186.19   
2016-12,2018-02,201.5,186.19
2016-12,2018-03,221.0,193.46
2016-12,2018-04,221.0,193.46
2016-12,2018-05,221.0,193.46
2017-01,2017-01,146.18,102.03
2017-01,2017-02,198.12,155.0
2017-01,2017-03,203.06,164.0
2017-01,2017-04,195.75,170.0
2017-01,2017-05,193.38,172.55
2017-01,2017-06,190.05,168.5
2017-01,2017-07,180.98,170.37
2017-01,2017-08,180.5,170.0
2017-01,2017-09,183.35,174.45
2017-01,2017-10,187.69,173.1
2017-01,2017-11,195.05,175.32
2017-01,2017-12,210.99,194.38
2017-01,2018-01,190.8917394, 181.00   
2017-01,2018-02,205.55,181.0
2017-01,2018-03,202.5,181.0
2017-01,2018-04,209.5,179.1
2017-01,2018-05,209.5,179.1
2017-01,2018-06,209.5,179.1
2017-02,2017-02,157.98,139.18
2017-02,2017-03,173.16,163.32
2017-02,2017-04,179.1,159.15
2017-02,2017-05,178.8,162.66
2017-02,2017-06,170.0,158.3
2017-02,2017-07,177.3,167.11
2017-02,2017-08,172.19,168.9
2017-02,2017-09,182.57,176.44
2017-02,2017-10,178.45,170.0
2017-02,2017-11,181.02,172.23
2017-02,2017-12,198.44,194.6
2017-02,2018-01, 212.00   , 194.52   
2017-02,2018-02,201.0,181.0
2017-02,2018-03,201.0,181.0
2017-02,2018-04,199.54,181.0
2017-02,2018-05,200.5,160.0
2017-02,2018-06,200.5,160.0
2017-02,2018-07,200.5,160.0
2017-03,2017-03,178.22,114.59
2017-03,2017-04,174.7,162.7
2017-03,2017-05,180.0,165.43
2017-03,2017-06,177.5,170.27
2017-03,2017-07,191.0,173.1
2017-03,2017-08,188.0,169.53
2017-03,2017-09,195.0,179.55
2017-03,2017-10,190.0,177.76
2017-03,2017-11,189.36,179.21
2017-03,2017-12,200.04,195.88
2017-03,2018-01, 212.50   , 199.89   
2017-03,2018-02,207.5,182.58
2017-03,2018-03,194.02,182.0
2017-03,2018-04,194.02,182.0
2017-03,2018-05,194.02,168.88
2017-03,2018-06,174.96,165.63
2017-03,2018-07,174.96,165.63
2017-03,2018-08,174.96,162.7
2017-04,2017-04,134.28,92.97
2017-04,2017-05,173.76,164.6
2017-04,2017-06,180.4,172.95
2017-04,2017-07,186.0,178.65
2017-04,2017-08,186.14,177.0
2017-04,2017-09,190.0,185.3
2017-04,2017-10,185.15,182.2
2017-04,2017-11,188.68,186.0
2017-04,2017-12,198.05,195.0
2017-04,2018-01, 205.00   , 190.78   
2017-04,2018-02,205.0,194.29
2017-04,2018-03,199.0,188.27
2017-04,2018-04,196.54,187.95
2017-04,2018-05,196.54,187.95
2017-04,2018-06,196.54,174.35
2017-04,2018-07,183.45,173.32
2017-04,2018-08,183.45,173.32
2017-04,2018-09,183.45,175.22
2017-05,2017-05,143.48,67.05
2017-05,2017-06,175.3,143.0
2017-05,2017-07,180.13,152.0
2017-05,2017-08,180.04,167.24
2017-05,2017-09,187.0,170.26
2017-05,2017-10,183.0,176.65
2017-05,2017-11,192.0,179.1
2017-05,2017-12,196.0,177.21
2017-05,2018-01, 200.69   , 187.23   
2017-05,2018-02,203.61,187.0
2017-05,2018-03,200.79,186.94
2017-05,2018-04,193.34,170.1
2017-05,2018-05,194.27,179.0
2017-05,2018-06,194.27,179.0
2017-05,2018-07,194.27,179.0
2017-05,2018-08,190.3,183.15
2017-05,2018-09,190.3,183.15
2017-05,2018-10,190.0,177.6
2017-06,2017-06,143.0,61.92
2017-06,2017-07,152.0,110.82
2017-06,2017-08,170.0,150.0
2017-06,2017-09,179.0,168.8
2017-06,2017-10,179.0,170.0
2017-06,2017-11,183.0,170.0
2017-06,2017-12,187.0,183.27
2017-06,2018-01, 215.00   , 203.62   
2017-06,2018-02,217.0,202.08
2017-06,2018-03,215.0,201.17
2017-06,2018-04,186.0,182.59
2017-06,2018-05,186.0,169.5
2017-06,2018-06,186.0,186.0
2017-06,2018-07,190.0,188.27
2017-06,2018-08,197.0,187.78
2017-06,2018-09,198.0,187.36
2017-06,2018-10,198.2,187.9
2017-06,2018-11,198.2,187.9
2017-07,2017-07,104.25,66.85
2017-07,2017-08,152.0,129.0
2017-07,2017-09,167.0,138.0
2017-07,2017-10,174.0,157.5
2017-07,2017-11,177.0,157.5
2017-07,2017-12,180.0,166.5
2017-07,2018-01, 200.00   , 193.26   
2017-07,2018-02,214.0,202.13
2017-07,2018-03,210.0,198.61
2017-07,2018-04,186.0,177.4
2017-07,2018-05,186.0,169.61
2017-07,2018-06,186.0,165.3
2017-07,2018-07,190.0,176.89
2017-07,2018-08,193.0,180.08
2017-07,2018-09,195.63,181.04
2017-07,2018-10,196.62,189.9
2017-07,2018-11,197.0,189.9
2017-07,2018-12,197.0,189.9
2017-07,2019-01,202.64,197.17
2017-07,2019-02,202.64,197.17
2017-07,2019-03,202.64,197.17
2017-07,2019-04,200.0,187.63
2017-07,2019-05,200.0,187.63
2017-07,2019-06,200.0,187.63
2017-08,2017-08,120.07,77.03
2017-08,2017-09,138.0,129.5
2017-08,2017-10,158.0,150.0
2017-08,2017-11,158.0,150.0
2017-08,2017-12,167.0,157.0
2017-08,2018-01, 206.50   , 187.50   
2017-08,2018-02,208.94,200.1
2017-08,2018-03,204.09,192.58
2017-08,2018-04,180.84,175.07
2017-08,2018-05,176.25,169.61
2017-08,2018-06,169.59,166.63
2017-08,2018-07,183.41,169.81
2017-08,2018-08,191.0,180.0
2017-08,2018-09,191.0,180.0
2017-08,2018-10,191.0,180.0
2017-08,2018-11,191.0,180.0
2017-08,2018-12,191.0,180.0
2017-08,2019-01,204.78,181.49
2017-08,2019-02,209.65,194.5
2017-08,2019-03,209.65,194.5
2017-08,2019-04,200.44,194.5
2017-08,2019-05,200.44,194.5
2017-08,2019-06,200.44,194.5
2017-08,2019-07,200.44,194.5
2017-09,2017-09,140.0,121.92
2017-09,2017-10,153.0,139.0
2017-09,2017-11,153.0,137.0
2017-09,2017-12,162.0,147.95
2017-09,2018-01,197.83, 193.96   
2017-09,2018-02,215.0,195.0
2017-09,2018-03,211.17,194.03
2017-09,2018-04,186.0,179.15
2017-09,2018-05,185.0,173.33
2017-09,2018-06,182.3,168.12
2017-09,2018-07,180.0,163.0
2017-09,2018-08,188.85,180.85
2017-09,2018-09,188.0,183.14
2017-09,2018-10,188.0,183.14
2017-09,2018-11,188.0,183.14
2017-09,2018-12,195.0,187.63
2017-09,2019-01,215.0,199.0
2017-09,2019-02,215.0,199.0
2017-09,2019-03,215.0,198.63
2017-09,2019-04,202.95,196.7
2017-09,2019-05,201.07,196.7
2017-09,2019-06,201.07,196.7
2017-09,2019-07,201.07,196.7
2017-09,2019-08,203.23,197.29
2017-10,2017-10,137.5,119.52
2017-10,2017-11,147.5,133.0
2017-10,2017-12,148.0,141.5
2017-10,2018-01,194.00, 184.06   
2017-10,2018-02,194.95,184.06
2017-10,2018-03,198.93,184.06
2017-10,2018-04,181.0,177.39
2017-10,2018-05,169.89,163.0
2017-10,2018-06,165.9,152.0
2017-10,2018-07,160.0,155.0
2017-10,2018-08,187.43,177.0
2017-10,2018-09,191.0,177.0
2017-10,2018-10,191.0,177.0
2017-10,2018-11,191.0,177.0
2017-10,2018-12,195.0,177.0
2017-10,2019-01,204.95,199.0
2017-10,2019-02,204.95,199.0
2017-10,2019-03,204.95,199.0
2017-10,2019-04,200.55,193.0
2017-10,2019-05,197.39,193.0
2017-10,2019-06,197.39,193.0
2017-10,2019-07,197.39,193.0
2017-10,2019-08,197.39,193.0
2017-10,2019-09,197.39,192.5
